ID,Questions,Responses
160,q2_We're still in R&D,0
161,q2_We're still in R&D,0
162,q2_We're still in R&D,0
163,q2_We're still in R&D,0
164,q2_We're still in R&D,0
165,q2_We're still in R&D,0
166,q2_We're still in R&D,0
167,q2_We're still in R&D,0
168,q2_We're still in R&D,0
169,q2_We're still in R&D,0
170,q2_We're still in R&D,0
171,q2_We're still in R&D,0
172,q2_We're still in R&D,0
173,q2_We're still in R&D,0
174,q2_We're still in R&D,0
175,q2_We're still in R&D,0
176,q2_We're still in R&D,0
177,q2_We're still in R&D,0
178,q2_We're still in R&D,0
179,q2_We're still in R&D,0
180,q2_We're still in R&D,0
181,q2_We're still in R&D,
182,q2_We're still in R&D,0
183,q2_We're still in R&D,0
184,q2_We're still in R&D,0
185,q2_We're still in R&D,0
186,q2_We're still in R&D,0
187,q2_We're still in R&D,0
188,q2_We're still in R&D,0
189,q2_We're still in R&D,0
190,q2_We're still in R&D,0
191,q2_We're still in R&D,0
192,q2_We're still in R&D,0
193,q2_We're still in R&D,0
194,q2_We're still in R&D,0
195,q2_We're still in R&D,0
196,q2_We're still in R&D,0
197,q2_We're still in R&D,0
198,q2_We're still in R&D,0
199,q2_We're still in R&D,0
200,q2_We're still in R&D,0
201,q2_We're still in R&D,0
202,q2_We're still in R&D,0
203,q2_We're still in R&D,0
204,q2_We're still in R&D,
205,q2_We're still in R&D,0
206,q2_We're still in R&D,0
207,q2_We're still in R&D,0
208,q2_We're still in R&D,0
209,q2_We're still in R&D,0
210,q2_We're still in R&D,0
211,q2_We're still in R&D,0
212,q2_We're still in R&D,0
213,q2_We're still in R&D,0
214,q2_We're still in R&D,0
215,q2_We're still in R&D,0
216,q2_We're still in R&D,0
1,q2_web hosted and embedded Power BI platforms with dedicated capacity,0
2,q2_web hosted and embedded Power BI platforms with dedicated capacity,0
3,q2_web hosted and embedded Power BI platforms with dedicated capacity,0
4,q2_web hosted and embedded Power BI platforms with dedicated capacity,0
5,q2_web hosted and embedded Power BI platforms with dedicated capacity,0
6,q2_web hosted and embedded Power BI platforms with dedicated capacity,0
7,q2_web hosted and embedded Power BI platforms with dedicated capacity,0
8,q2_web hosted and embedded Power BI platforms with dedicated capacity,0
9,q2_web hosted and embedded Power BI platforms with dedicated capacity,0
10,q2_web hosted and embedded Power BI platforms with dedicated capacity,0
11,q2_web hosted and embedded Power BI platforms with dedicated capacity,0
12,q2_web hosted and embedded Power BI platforms with dedicated capacity,0
13,q2_web hosted and embedded Power BI platforms with dedicated capacity,0
14,q2_web hosted and embedded Power BI platforms with dedicated capacity,
15,q2_web hosted and embedded Power BI platforms with dedicated capacity,0
16,q2_web hosted and embedded Power BI platforms with dedicated capacity,0
17,q2_web hosted and embedded Power BI platforms with dedicated capacity,0
18,q2_web hosted and embedded Power BI platforms with dedicated capacity,0
19,q2_web hosted and embedded Power BI platforms with dedicated capacity,0
20,q2_web hosted and embedded Power BI platforms with dedicated capacity,0
21,q2_web hosted and embedded Power BI platforms with dedicated capacity,0
22,q2_web hosted and embedded Power BI platforms with dedicated capacity,0
23,q2_web hosted and embedded Power BI platforms with dedicated capacity,0
24,q2_web hosted and embedded Power BI platforms with dedicated capacity,0
25,q2_web hosted and embedded Power BI platforms with dedicated capacity,0
26,q2_web hosted and embedded Power BI platforms with dedicated capacity,0
27,q2_web hosted and embedded Power BI platforms with dedicated capacity,0
28,q2_web hosted and embedded Power BI platforms with dedicated capacity,0
29,q2_web hosted and embedded Power BI platforms with dedicated capacity,0
30,q2_web hosted and embedded Power BI platforms with dedicated capacity,0
31,q2_web hosted and embedded Power BI platforms with dedicated capacity,0
32,q2_web hosted and embedded Power BI platforms with dedicated capacity,0
33,q2_web hosted and embedded Power BI platforms with dedicated capacity,0
34,q2_web hosted and embedded Power BI platforms with dedicated capacity,0
35,q2_web hosted and embedded Power BI platforms with dedicated capacity,0
36,q2_web hosted and embedded Power BI platforms with dedicated capacity,0
37,q2_web hosted and embedded Power BI platforms with dedicated capacity,0
38,q2_web hosted and embedded Power BI platforms with dedicated capacity,0
39,q2_web hosted and embedded Power BI platforms with dedicated capacity,0
40,q2_web hosted and embedded Power BI platforms with dedicated capacity,0
41,q2_web hosted and embedded Power BI platforms with dedicated capacity,
42,q2_web hosted and embedded Power BI platforms with dedicated capacity,0
43,q2_web hosted and embedded Power BI platforms with dedicated capacity,0
44,q2_web hosted and embedded Power BI platforms with dedicated capacity,0
45,q2_web hosted and embedded Power BI platforms with dedicated capacity,0
46,q2_web hosted and embedded Power BI platforms with dedicated capacity,0
47,q2_web hosted and embedded Power BI platforms with dedicated capacity,0
48,q2_web hosted and embedded Power BI platforms with dedicated capacity,0
49,q2_web hosted and embedded Power BI platforms with dedicated capacity,0
50,q2_web hosted and embedded Power BI platforms with dedicated capacity,0
51,q2_web hosted and embedded Power BI platforms with dedicated capacity,0
52,q2_web hosted and embedded Power BI platforms with dedicated capacity,0
53,q2_web hosted and embedded Power BI platforms with dedicated capacity,0
54,q2_web hosted and embedded Power BI platforms with dedicated capacity,0
55,q2_web hosted and embedded Power BI platforms with dedicated capacity,0
56,q2_web hosted and embedded Power BI platforms with dedicated capacity,0
57,q2_web hosted and embedded Power BI platforms with dedicated capacity,0
58,q2_web hosted and embedded Power BI platforms with dedicated capacity,0
59,q2_web hosted and embedded Power BI platforms with dedicated capacity,0
60,q2_web hosted and embedded Power BI platforms with dedicated capacity,0
61,q2_web hosted and embedded Power BI platforms with dedicated capacity,0
62,q2_web hosted and embedded Power BI platforms with dedicated capacity,0
63,q2_web hosted and embedded Power BI platforms with dedicated capacity,0
64,q2_web hosted and embedded Power BI platforms with dedicated capacity,0
65,q2_web hosted and embedded Power BI platforms with dedicated capacity,0
66,q2_web hosted and embedded Power BI platforms with dedicated capacity,0
67,q2_web hosted and embedded Power BI platforms with dedicated capacity,0
68,q2_web hosted and embedded Power BI platforms with dedicated capacity,0
69,q2_web hosted and embedded Power BI platforms with dedicated capacity,0
70,q2_web hosted and embedded Power BI platforms with dedicated capacity,0
71,q2_web hosted and embedded Power BI platforms with dedicated capacity,0
72,q2_web hosted and embedded Power BI platforms with dedicated capacity,0
73,q2_web hosted and embedded Power BI platforms with dedicated capacity,0
74,q2_web hosted and embedded Power BI platforms with dedicated capacity,0
75,q2_web hosted and embedded Power BI platforms with dedicated capacity,0
76,q2_web hosted and embedded Power BI platforms with dedicated capacity,0
77,q2_web hosted and embedded Power BI platforms with dedicated capacity,0
78,q2_web hosted and embedded Power BI platforms with dedicated capacity,0
79,q2_web hosted and embedded Power BI platforms with dedicated capacity,0
80,q2_web hosted and embedded Power BI platforms with dedicated capacity,0
81,q2_web hosted and embedded Power BI platforms with dedicated capacity,0
82,q2_web hosted and embedded Power BI platforms with dedicated capacity,0
83,q2_web hosted and embedded Power BI platforms with dedicated capacity,0
84,q2_web hosted and embedded Power BI platforms with dedicated capacity,0
85,q2_web hosted and embedded Power BI platforms with dedicated capacity,0
86,q2_web hosted and embedded Power BI platforms with dedicated capacity,0
87,q2_web hosted and embedded Power BI platforms with dedicated capacity,0
88,q2_web hosted and embedded Power BI platforms with dedicated capacity,0
89,q2_web hosted and embedded Power BI platforms with dedicated capacity,0
90,q2_web hosted and embedded Power BI platforms with dedicated capacity,0
91,q2_web hosted and embedded Power BI platforms with dedicated capacity,0
92,q2_web hosted and embedded Power BI platforms with dedicated capacity,0
93,q2_web hosted and embedded Power BI platforms with dedicated capacity,0
94,q2_web hosted and embedded Power BI platforms with dedicated capacity,0
95,q2_web hosted and embedded Power BI platforms with dedicated capacity,0
96,q2_web hosted and embedded Power BI platforms with dedicated capacity,0
97,q2_web hosted and embedded Power BI platforms with dedicated capacity,0
98,q2_web hosted and embedded Power BI platforms with dedicated capacity,0
99,q2_web hosted and embedded Power BI platforms with dedicated capacity,0
100,q2_web hosted and embedded Power BI platforms with dedicated capacity,0
101,q2_web hosted and embedded Power BI platforms with dedicated capacity,0
102,q2_web hosted and embedded Power BI platforms with dedicated capacity,0
103,q2_web hosted and embedded Power BI platforms with dedicated capacity,0
104,q2_web hosted and embedded Power BI platforms with dedicated capacity,0
105,q2_web hosted and embedded Power BI platforms with dedicated capacity,0
106,q2_web hosted and embedded Power BI platforms with dedicated capacity,0
107,q2_web hosted and embedded Power BI platforms with dedicated capacity,0
108,q2_web hosted and embedded Power BI platforms with dedicated capacity,0
109,q2_web hosted and embedded Power BI platforms with dedicated capacity,0
110,q2_web hosted and embedded Power BI platforms with dedicated capacity,0
111,q2_web hosted and embedded Power BI platforms with dedicated capacity,0
112,q2_web hosted and embedded Power BI platforms with dedicated capacity,0
113,q2_web hosted and embedded Power BI platforms with dedicated capacity,0
114,q2_web hosted and embedded Power BI platforms with dedicated capacity,0
115,q2_web hosted and embedded Power BI platforms with dedicated capacity,0
116,q2_web hosted and embedded Power BI platforms with dedicated capacity,0
117,q2_web hosted and embedded Power BI platforms with dedicated capacity,0
118,q2_web hosted and embedded Power BI platforms with dedicated capacity,
119,q2_web hosted and embedded Power BI platforms with dedicated capacity,0
120,q2_web hosted and embedded Power BI platforms with dedicated capacity,0
121,q2_web hosted and embedded Power BI platforms with dedicated capacity,0
122,q2_web hosted and embedded Power BI platforms with dedicated capacity,0
123,q2_web hosted and embedded Power BI platforms with dedicated capacity,0
124,q2_web hosted and embedded Power BI platforms with dedicated capacity,0
125,q2_web hosted and embedded Power BI platforms with dedicated capacity,0
126,q2_web hosted and embedded Power BI platforms with dedicated capacity,0
127,q2_web hosted and embedded Power BI platforms with dedicated capacity,0
128,q2_web hosted and embedded Power BI platforms with dedicated capacity,0
129,q2_web hosted and embedded Power BI platforms with dedicated capacity,0
130,q2_web hosted and embedded Power BI platforms with dedicated capacity,0
131,q2_web hosted and embedded Power BI platforms with dedicated capacity,0
132,q2_web hosted and embedded Power BI platforms with dedicated capacity,0
133,q2_web hosted and embedded Power BI platforms with dedicated capacity,0
134,q2_web hosted and embedded Power BI platforms with dedicated capacity,0
135,q2_web hosted and embedded Power BI platforms with dedicated capacity,0
136,q2_web hosted and embedded Power BI platforms with dedicated capacity,0
137,q2_web hosted and embedded Power BI platforms with dedicated capacity,0
138,q2_web hosted and embedded Power BI platforms with dedicated capacity,0
139,q2_web hosted and embedded Power BI platforms with dedicated capacity,0
140,q2_web hosted and embedded Power BI platforms with dedicated capacity,0
141,q2_web hosted and embedded Power BI platforms with dedicated capacity,0
142,q2_web hosted and embedded Power BI platforms with dedicated capacity,0
143,q2_web hosted and embedded Power BI platforms with dedicated capacity,0
144,q2_web hosted and embedded Power BI platforms with dedicated capacity,0
145,q2_web hosted and embedded Power BI platforms with dedicated capacity,0
146,q2_web hosted and embedded Power BI platforms with dedicated capacity,0
147,q2_web hosted and embedded Power BI platforms with dedicated capacity,0
148,q2_web hosted and embedded Power BI platforms with dedicated capacity,0
149,q2_web hosted and embedded Power BI platforms with dedicated capacity,0
150,q2_web hosted and embedded Power BI platforms with dedicated capacity,0
151,q2_web hosted and embedded Power BI platforms with dedicated capacity,0
152,q2_web hosted and embedded Power BI platforms with dedicated capacity,0
153,q2_web hosted and embedded Power BI platforms with dedicated capacity,0
154,q2_web hosted and embedded Power BI platforms with dedicated capacity,0
155,q2_web hosted and embedded Power BI platforms with dedicated capacity,0
156,q2_web hosted and embedded Power BI platforms with dedicated capacity,0
157,q2_web hosted and embedded Power BI platforms with dedicated capacity,1
158,q2_web hosted and embedded Power BI platforms with dedicated capacity,0
159,q2_web hosted and embedded Power BI platforms with dedicated capacity,
160,q2_web hosted and embedded Power BI platforms with dedicated capacity,0
161,q2_web hosted and embedded Power BI platforms with dedicated capacity,0
162,q2_web hosted and embedded Power BI platforms with dedicated capacity,0
163,q2_web hosted and embedded Power BI platforms with dedicated capacity,0
164,q2_web hosted and embedded Power BI platforms with dedicated capacity,0
165,q2_web hosted and embedded Power BI platforms with dedicated capacity,0
166,q2_web hosted and embedded Power BI platforms with dedicated capacity,0
167,q2_web hosted and embedded Power BI platforms with dedicated capacity,0
168,q2_web hosted and embedded Power BI platforms with dedicated capacity,0
169,q2_web hosted and embedded Power BI platforms with dedicated capacity,0
170,q2_web hosted and embedded Power BI platforms with dedicated capacity,0
171,q2_web hosted and embedded Power BI platforms with dedicated capacity,0
172,q2_web hosted and embedded Power BI platforms with dedicated capacity,0
173,q2_web hosted and embedded Power BI platforms with dedicated capacity,0
174,q2_web hosted and embedded Power BI platforms with dedicated capacity,0
175,q2_web hosted and embedded Power BI platforms with dedicated capacity,0
176,q2_web hosted and embedded Power BI platforms with dedicated capacity,0
177,q2_web hosted and embedded Power BI platforms with dedicated capacity,0
178,q2_web hosted and embedded Power BI platforms with dedicated capacity,0
179,q2_web hosted and embedded Power BI platforms with dedicated capacity,0
180,q2_web hosted and embedded Power BI platforms with dedicated capacity,0
181,q2_web hosted and embedded Power BI platforms with dedicated capacity,
182,q2_web hosted and embedded Power BI platforms with dedicated capacity,0
183,q2_web hosted and embedded Power BI platforms with dedicated capacity,0
184,q2_web hosted and embedded Power BI platforms with dedicated capacity,0
185,q2_web hosted and embedded Power BI platforms with dedicated capacity,0
186,q2_web hosted and embedded Power BI platforms with dedicated capacity,0
187,q2_web hosted and embedded Power BI platforms with dedicated capacity,0
188,q2_web hosted and embedded Power BI platforms with dedicated capacity,0
189,q2_web hosted and embedded Power BI platforms with dedicated capacity,0
190,q2_web hosted and embedded Power BI platforms with dedicated capacity,0
191,q2_web hosted and embedded Power BI platforms with dedicated capacity,0
192,q2_web hosted and embedded Power BI platforms with dedicated capacity,0
193,q2_web hosted and embedded Power BI platforms with dedicated capacity,0
194,q2_web hosted and embedded Power BI platforms with dedicated capacity,0
195,q2_web hosted and embedded Power BI platforms with dedicated capacity,0
196,q2_web hosted and embedded Power BI platforms with dedicated capacity,0
197,q2_web hosted and embedded Power BI platforms with dedicated capacity,0
198,q2_web hosted and embedded Power BI platforms with dedicated capacity,0
199,q2_web hosted and embedded Power BI platforms with dedicated capacity,0
200,q2_web hosted and embedded Power BI platforms with dedicated capacity,0
201,q2_web hosted and embedded Power BI platforms with dedicated capacity,0
202,q2_web hosted and embedded Power BI platforms with dedicated capacity,0
203,q2_web hosted and embedded Power BI platforms with dedicated capacity,0
204,q2_web hosted and embedded Power BI platforms with dedicated capacity,
205,q2_web hosted and embedded Power BI platforms with dedicated capacity,0
206,q2_web hosted and embedded Power BI platforms with dedicated capacity,0
207,q2_web hosted and embedded Power BI platforms with dedicated capacity,0
208,q2_web hosted and embedded Power BI platforms with dedicated capacity,0
209,q2_web hosted and embedded Power BI platforms with dedicated capacity,0
210,q2_web hosted and embedded Power BI platforms with dedicated capacity,0
211,q2_web hosted and embedded Power BI platforms with dedicated capacity,0
212,q2_web hosted and embedded Power BI platforms with dedicated capacity,0
213,q2_web hosted and embedded Power BI platforms with dedicated capacity,0
214,q2_web hosted and embedded Power BI platforms with dedicated capacity,0
215,q2_web hosted and embedded Power BI platforms with dedicated capacity,0
216,q2_web hosted and embedded Power BI platforms with dedicated capacity,0
1,q2_Write-Ups,0
2,q2_Write-Ups,0
3,q2_Write-Ups,0
4,q2_Write-Ups,0
5,q2_Write-Ups,0
6,q2_Write-Ups,0
7,q2_Write-Ups,0
8,q2_Write-Ups,0
9,q2_Write-Ups,0
10,q2_Write-Ups,0
11,q2_Write-Ups,0
